,Date et heure de comptage,Identifiant arc,jour_ferie,nom_jour_ferie,vacance_scolaire,nom_vacance_scolaire,dayofweek,month,year
2081,2020-07-11 11:00:00+02:00,4264,0,,1,été,Saturday,7,2020
2082,2020-07-11 09:00:00+02:00,4264,0,,1,été,Saturday,7,2020
2083,2020-07-11 08:00:00+02:00,4264,0,,1,été,Saturday,7,2020
2084,2020-07-11 07:00:00+02:00,4264,0,,1,été,Saturday,7,2020
2085,2020-07-11 06:00:00+02:00,4264,0,,1,été,Saturday,7,2020
2086,2020-07-11 04:00:00+02:00,4264,0,,1,été,Saturday,7,2020
2087,2020-11-06 22:00:00+01:00,4264,0,,0,,Friday,11,2020
2088,2020-11-06 05:00:00+01:00,4264,0,,0,,Friday,11,2020
2089,2020-11-06 12:00:00+01:00,4264,0,,0,,Friday,11,2020
2090,2020-11-07 00:00:00+01:00,4264,0,,0,,Saturday,11,2020
2091,2020-11-06 02:00:00+01:00,4264,0,,0,,Friday,11,2020
2092,2020-11-06 08:00:00+01:00,4264,0,,0,,Friday,11,2020
2093,2020-11-06 17:00:00+01:00,4264,0,,0,,Friday,11,2020
2094,2020-11-06 06:00:00+01:00,4264,0,,0,,Friday,11,2020
2095,2020-11-06 19:00:00+01:00,4264,0,,0,,Friday,11,2020
2096,2020-11-06 11:00:00+01:00,4264,0,,0,,Friday,11,2020
2097,2020-11-06 15:00:00+01:00,4264,0,,0,,Friday,11,2020
2098,2020-11-06 16:00:00+01:00,4264,0,,0,,Friday,11,2020
2099,2020-11-06 10:00:00+01:00,4264,0,,0,,Friday,11,2020
2100,2020-11-06 03:00:00+01:00,4264,0,,0,,Friday,11,2020
2101,2020-11-06 18:00:00+01:00,4264,0,,0,,Friday,11,2020
2102,2020-10-15 21:00:00+02:00,4264,0,,0,,Thursday,10,2020
2103,2020-10-15 15:00:00+02:00,4264,0,,0,,Thursday,10,2020
2104,2020-10-15 09:00:00+02:00,4264,0,,0,,Thursday,10,2020
2105,2020-10-15 05:00:00+02:00,4264,0,,0,,Thursday,10,2020
2106,2020-10-15 04:00:00+02:00,4264,0,,0,,Thursday,10,2020
2107,2020-10-15 02:00:00+02:00,4264,0,,0,,Thursday,10,2020
2108,2020-10-11 23:00:00+02:00,4264,0,,0,,Sunday,10,2020
2109,2020-10-11 21:00:00+02:00,4264,0,,0,,Sunday,10,2020
2110,2020-10-11 18:00:00+02:00,4264,0,,0,,Sunday,10,2020
2111,2020-10-11 15:00:00+02:00,4264,0,,0,,Sunday,10,2020
2112,2020-10-11 14:00:00+02:00,4264,0,,0,,Sunday,10,2020
2113,2020-10-11 13:00:00+02:00,4264,0,,0,,Sunday,10,2020
2114,2020-10-11 12:00:00+02:00,4264,0,,0,,Sunday,10,2020
2115,2020-10-11 06:00:00+02:00,4264,0,,0,,Sunday,10,2020
2116,2020-10-11 04:00:00+02:00,4264,0,,0,,Sunday,10,2020
2117,2020-10-11 03:00:00+02:00,4264,0,,0,,Sunday,10,2020
2118,2020-10-11 01:00:00+02:00,4264,0,,0,,Sunday,10,2020
2119,2020-07-14 00:00:00+02:00,4264,0,,1,été,Tuesday,7,2020
2120,2020-07-13 23:00:00+02:00,4264,0,,1,été,Monday,7,2020
2121,2020-07-13 21:00:00+02:00,4264,0,,1,été,Monday,7,2020
2122,2020-07-13 20:00:00+02:00,4264,0,,1,été,Monday,7,2020
2123,2020-07-13 19:00:00+02:00,4264,0,,1,été,Monday,7,2020
2124,2020-07-13 18:00:00+02:00,4264,0,,1,été,Monday,7,2020
2125,2020-07-13 17:00:00+02:00,4264,0,,1,été,Monday,7,2020
2126,2020-07-13 15:00:00+02:00,4264,0,,1,été,Monday,7,2020
2127,2020-07-13 13:00:00+02:00,4264,0,,1,été,Monday,7,2020
2128,2020-07-13 10:00:00+02:00,4264,0,,1,été,Monday,7,2020
2129,2020-07-13 09:00:00+02:00,4264,0,,1,été,Monday,7,2020
2130,2020-07-13 08:00:00+02:00,4264,0,,1,été,Monday,7,2020
2131,2020-07-13 07:00:00+02:00,4264,0,,1,été,Monday,7,2020
2132,2020-07-13 03:00:00+02:00,4264,0,,1,été,Monday,7,2020
2133,2020-11-11 00:00:00+01:00,4264,1,11 novembre,0,,Wednesday,11,2020
2134,2020-11-10 21:00:00+01:00,4264,0,,0,,Tuesday,11,2020
2135,2020-11-10 20:00:00+01:00,4264,0,,0,,Tuesday,11,2020
2136,2020-11-10 19:00:00+01:00,4264,0,,0,,Tuesday,11,2020
2137,2020-11-10 10:00:00+01:00,4264,0,,0,,Tuesday,11,2020
2138,2020-11-10 09:00:00+01:00,4264,0,,0,,Tuesday,11,2020
2139,2020-11-10 08:00:00+01:00,4264,0,,0,,Tuesday,11,2020
2140,2020-11-10 07:00:00+01:00,4264,0,,0,,Tuesday,11,2020
2141,2020-11-10 06:00:00+01:00,4264,0,,0,,Tuesday,11,2020
2142,2020-11-10 05:00:00+01:00,4264,0,,0,,Tuesday,11,2020
2143,2020-11-10 04:00:00+01:00,4264,0,,0,,Tuesday,11,2020
2144,2020-05-16 02:00:00+02:00,4264,0,,1,ascension,Saturday,5,2020
2145,2020-05-16 10:00:00+02:00,4264,0,,1,ascension,Saturday,5,2020
2146,2020-05-16 11:00:00+02:00,4264,0,,1,ascension,Saturday,5,2020
2147,2020-05-16 13:00:00+02:00,4264,0,,1,ascension,Saturday,5,2020
2148,2020-05-16 20:00:00+02:00,4264,0,,1,ascension,Saturday,5,2020
2149,2020-05-16 21:00:00+02:00,4264,0,,1,ascension,Saturday,5,2020
2150,2020-06-04 18:00:00+02:00,4264,0,,0,,Thursday,6,2020
2151,2020-06-04 10:00:00+02:00,4264,0,,0,,Thursday,6,2020
2152,2020-06-04 23:00:00+02:00,4264,0,,0,,Thursday,6,2020
2153,2020-06-04 07:00:00+02:00,4264,0,,0,,Thursday,6,2020
2154,2020-06-04 22:00:00+02:00,4264,0,,0,,Thursday,6,2020
2155,2020-06-04 12:00:00+02:00,4264,0,,0,,Thursday,6,2020
2156,2020-06-04 06:00:00+02:00,4264,0,,0,,Thursday,6,2020
2157,2020-06-04 02:00:00+02:00,4264,0,,0,,Thursday,6,2020
2158,2020-06-04 15:00:00+02:00,4264,0,,0,,Thursday,6,2020
2159,2020-06-04 08:00:00+02:00,4264,0,,0,,Thursday,6,2020
2160,2020-06-04 16:00:00+02:00,4264,0,,0,,Thursday,6,2020
2161,2020-06-04 09:00:00+02:00,4264,0,,0,,Thursday,6,2020
2162,2020-06-04 05:00:00+02:00,4264,0,,0,,Thursday,6,2020
2163,2020-06-04 13:00:00+02:00,4264,0,,0,,Thursday,6,2020
2164,2020-06-04 11:00:00+02:00,4264,0,,0,,Thursday,6,2020
2165,2020-06-04 17:00:00+02:00,4264,0,,0,,Thursday,6,2020
2166,2020-06-05 17:00:00+02:00,4264,0,,0,,Friday,6,2020
2167,2020-06-06 00:00:00+02:00,4264,0,,0,,Saturday,6,2020
2168,2020-06-05 23:00:00+02:00,4264,0,,0,,Friday,6,2020
2169,2020-06-05 18:00:00+02:00,4264,0,,0,,Friday,6,2020
2170,2020-06-05 21:00:00+02:00,4264,0,,0,,Friday,6,2020
2171,2020-06-05 12:00:00+02:00,4264,0,,0,,Friday,6,2020
2172,2020-06-05 09:00:00+02:00,4264,0,,0,,Friday,6,2020
2173,2020-06-05 10:00:00+02:00,4264,0,,0,,Friday,6,2020
2174,2020-06-05 02:00:00+02:00,4264,0,,0,,Friday,6,2020
2175,2020-06-05 06:00:00+02:00,4264,0,,0,,Friday,6,2020
2176,2020-06-05 04:00:00+02:00,4264,0,,0,,Friday,6,2020
2177,2020-06-05 08:00:00+02:00,4264,0,,0,,Friday,6,2020
2178,2020-06-05 14:00:00+02:00,4264,0,,0,,Friday,6,2020
2179,2020-06-05 01:00:00+02:00,4264,0,,0,,Friday,6,2020
2180,2020-06-05 13:00:00+02:00,4264,0,,0,,Friday,6,2020
2181,2020-10-06 23:00:00+02:00,4264,0,,0,,Tuesday,10,2020
2182,2020-10-06 21:00:00+02:00,4264,0,,0,,Tuesday,10,2020
2183,2020-09-05 21:00:00+02:00,4264,0,,0,,Saturday,9,2020
2184,2020-09-05 20:00:00+02:00,4264,0,,0,,Saturday,9,2020
2185,2020-09-05 17:00:00+02:00,4264,0,,0,,Saturday,9,2020
2186,2020-09-05 16:00:00+02:00,4264,0,,0,,Saturday,9,2020
2187,2020-09-05 14:00:00+02:00,4264,0,,0,,Saturday,9,2020
2188,2020-09-05 12:00:00+02:00,4264,0,,0,,Saturday,9,2020
2189,2020-09-05 10:00:00+02:00,4264,0,,0,,Saturday,9,2020
2190,2020-09-05 08:00:00+02:00,4264,0,,0,,Saturday,9,2020
2191,2020-09-05 07:00:00+02:00,4264,0,,0,,Saturday,9,2020
2192,2020-09-05 06:00:00+02:00,4264,0,,0,,Saturday,9,2020
2193,2020-09-05 05:00:00+02:00,4264,0,,0,,Saturday,9,2020
2194,2020-09-05 04:00:00+02:00,4264,0,,0,,Saturday,9,2020
2195,2020-09-05 03:00:00+02:00,4264,0,,0,,Saturday,9,2020
2196,2020-09-05 01:00:00+02:00,4264,0,,0,,Saturday,9,2020
2197,2020-08-09 23:00:00+02:00,4264,0,,1,été,Sunday,8,2020
2198,2020-08-09 19:00:00+02:00,4264,0,,1,été,Sunday,8,2020
2199,2020-08-09 18:00:00+02:00,4264,0,,1,été,Sunday,8,2020
2200,2020-08-09 16:00:00+02:00,4264,0,,1,été,Sunday,8,2020
2201,2020-08-09 13:00:00+02:00,4264,0,,1,été,Sunday,8,2020
2202,2020-08-09 12:00:00+02:00,4264,0,,1,été,Sunday,8,2020
2203,2020-08-09 09:00:00+02:00,4264,0,,1,été,Sunday,8,2020
2204,2020-08-09 08:00:00+02:00,4264,0,,1,été,Sunday,8,2020
2205,2020-08-09 06:00:00+02:00,4264,0,,1,été,Sunday,8,2020
2206,2020-08-09 02:00:00+02:00,4264,0,,1,été,Sunday,8,2020
2207,2020-05-16 01:00:00+02:00,4264,0,,1,ascension,Saturday,5,2020
2208,2020-05-16 03:00:00+02:00,4264,0,,1,ascension,Saturday,5,2020
2209,2020-05-16 04:00:00+02:00,4264,0,,1,ascension,Saturday,5,2020
2210,2020-05-16 05:00:00+02:00,4264,0,,1,ascension,Saturday,5,2020
2211,2020-05-16 06:00:00+02:00,4264,0,,1,ascension,Saturday,5,2020
2212,2020-05-16 07:00:00+02:00,4264,0,,1,ascension,Saturday,5,2020
2213,2020-05-16 08:00:00+02:00,4264,0,,1,ascension,Saturday,5,2020
2214,2020-05-16 09:00:00+02:00,4264,0,,1,ascension,Saturday,5,2020
2215,2020-05-16 12:00:00+02:00,4264,0,,1,ascension,Saturday,5,2020
2216,2020-05-16 14:00:00+02:00,4264,0,,1,ascension,Saturday,5,2020
2217,2020-05-16 15:00:00+02:00,4264,0,,1,ascension,Saturday,5,2020
2218,2020-05-16 16:00:00+02:00,4264,0,,1,ascension,Saturday,5,2020
2219,2020-05-16 17:00:00+02:00,4264,0,,1,ascension,Saturday,5,2020
2220,2020-05-16 18:00:00+02:00,4264,0,,1,ascension,Saturday,5,2020
2221,2020-05-16 19:00:00+02:00,4264,0,,1,ascension,Saturday,5,2020
2222,2020-05-16 22:00:00+02:00,4264,0,,1,ascension,Saturday,5,2020
2223,2020-05-16 23:00:00+02:00,4264,0,,1,ascension,Saturday,5,2020
2224,2020-05-17 00:00:00+02:00,4264,0,,1,ascension,Sunday,5,2020
2225,2020-11-08 03:00:00+01:00,4264,0,,0,,Sunday,11,2020
2226,2020-11-08 05:00:00+01:00,4264,0,,0,,Sunday,11,2020
2227,2020-11-08 07:00:00+01:00,4264,0,,0,,Sunday,11,2020
2228,2020-11-08 13:00:00+01:00,4264,0,,0,,Sunday,11,2020
2229,2020-11-08 14:00:00+01:00,4264,0,,0,,Sunday,11,2020
2230,2020-11-08 15:00:00+01:00,4264,0,,0,,Sunday,11,2020
2231,2020-11-08 18:00:00+01:00,4264,0,,0,,Sunday,11,2020
2232,2020-11-08 19:00:00+01:00,4264,0,,0,,Sunday,11,2020
2233,2020-11-08 20:00:00+01:00,4264,0,,0,,Sunday,11,2020
2234,2020-11-08 22:00:00+01:00,4264,0,,0,,Sunday,11,2020
2235,2020-11-09 00:00:00+01:00,4264,0,,0,,Monday,11,2020
2236,2019-11-21 01:00:00+01:00,4264,0,,1,ascension,Thursday,11,2019
2237,2019-11-21 03:00:00+01:00,4264,0,,1,ascension,Thursday,11,2019
2238,2019-11-21 04:00:00+01:00,4264,0,,1,ascension,Thursday,11,2019
2239,2019-11-21 05:00:00+01:00,4264,0,,1,ascension,Thursday,11,2019
2240,2019-11-21 06:00:00+01:00,4264,0,,1,ascension,Thursday,11,2019
2241,2019-11-21 08:00:00+01:00,4264,0,,1,ascension,Thursday,11,2019
2242,2019-11-21 09:00:00+01:00,4264,0,,1,ascension,Thursday,11,2019
2243,2019-11-21 10:00:00+01:00,4264,0,,1,ascension,Thursday,11,2019
2244,2019-11-21 11:00:00+01:00,4264,0,,1,ascension,Thursday,11,2019
2245,2019-11-21 12:00:00+01:00,4264,0,,1,ascension,Thursday,11,2019
2246,2019-11-21 14:00:00+01:00,4264,0,,1,ascension,Thursday,11,2019
2247,2019-11-21 15:00:00+01:00,4264,0,,1,ascension,Thursday,11,2019
2248,2020-01-15 01:00:00+01:00,4264,0,,1,ascension,Wednesday,1,2020
2249,2019-11-21 16:00:00+01:00,4264,0,,1,ascension,Thursday,11,2019
2250,2020-01-15 03:00:00+01:00,4264,0,,1,ascension,Wednesday,1,2020
2251,2019-11-21 17:00:00+01:00,4264,0,,1,ascension,Thursday,11,2019
2252,2020-01-15 04:00:00+01:00,4264,0,,1,ascension,Wednesday,1,2020
2253,2019-11-21 18:00:00+01:00,4264,0,,1,ascension,Thursday,11,2019
2254,2020-01-15 05:00:00+01:00,4264,0,,1,ascension,Wednesday,1,2020
2255,2019-11-21 22:00:00+01:00,4264,0,,1,ascension,Thursday,11,2019
2256,2020-01-15 06:00:00+01:00,4264,0,,1,ascension,Wednesday,1,2020
2257,2019-11-22 00:00:00+01:00,4264,0,,1,ascension,Friday,11,2019
2258,2020-01-15 07:00:00+01:00,4264,0,,1,ascension,Wednesday,1,2020
2259,2019-11-22 03:00:00+01:00,4264,0,,1,ascension,Friday,11,2019
2260,2020-01-15 08:00:00+01:00,4264,0,,1,ascension,Wednesday,1,2020
2261,2019-11-22 07:00:00+01:00,4264,0,,1,ascension,Friday,11,2019
2262,2020-01-15 10:00:00+01:00,4264,0,,1,ascension,Wednesday,1,2020
2263,2019-11-22 09:00:00+01:00,4264,0,,1,ascension,Friday,11,2019
2264,2020-01-15 11:00:00+01:00,4264,0,,1,ascension,Wednesday,1,2020
2265,2019-11-22 10:00:00+01:00,4264,0,,1,ascension,Friday,11,2019
2266,2020-01-15 12:00:00+01:00,4264,0,,1,ascension,Wednesday,1,2020
2267,2019-11-22 12:00:00+01:00,4264,0,,1,ascension,Friday,11,2019
2268,2020-01-15 14:00:00+01:00,4264,0,,1,ascension,Wednesday,1,2020
2269,2019-11-22 13:00:00+01:00,4264,0,,1,ascension,Friday,11,2019
2270,2020-01-15 18:00:00+01:00,4264,0,,1,ascension,Wednesday,1,2020
2271,2019-11-22 15:00:00+01:00,4264,0,,1,ascension,Friday,11,2019
2272,2020-01-15 22:00:00+01:00,4264,0,,1,ascension,Wednesday,1,2020
2273,2019-11-22 17:00:00+01:00,4264,0,,1,ascension,Friday,11,2019
2274,2020-01-16 00:00:00+01:00,4264,0,,1,ascension,Thursday,1,2020
2275,2019-11-22 18:00:00+01:00,4264,0,,1,ascension,Friday,11,2019
2276,2020-01-16 01:00:00+01:00,4264,0,,1,ascension,Thursday,1,2020
2277,2019-11-22 20:00:00+01:00,4264,0,,1,ascension,Friday,11,2019
2278,2020-01-16 03:00:00+01:00,4264,0,,1,ascension,Thursday,1,2020
2279,2019-11-22 21:00:00+01:00,4264,0,,1,ascension,Friday,11,2019
2280,2020-01-16 05:00:00+01:00,4264,0,,1,ascension,Thursday,1,2020
2281,2019-11-23 01:00:00+01:00,4264,0,,1,ascension,Saturday,11,2019
2282,2020-01-16 06:00:00+01:00,4264,0,,1,ascension,Thursday,1,2020
2283,2019-11-23 02:00:00+01:00,4264,0,,1,ascension,Saturday,11,2019
2284,2020-01-16 07:00:00+01:00,4264,0,,1,ascension,Thursday,1,2020
2285,2019-11-23 03:00:00+01:00,4264,0,,1,ascension,Saturday,11,2019
2286,2020-01-16 10:00:00+01:00,4264,0,,1,ascension,Thursday,1,2020
2287,2019-11-23 04:00:00+01:00,4264,0,,1,ascension,Saturday,11,2019
2288,2020-01-16 11:00:00+01:00,4264,0,,1,ascension,Thursday,1,2020
2289,2019-11-23 05:00:00+01:00,4264,0,,1,ascension,Saturday,11,2019
2290,2020-01-16 15:00:00+01:00,4264,0,,1,ascension,Thursday,1,2020
2291,2019-11-23 09:00:00+01:00,4264,0,,1,ascension,Saturday,11,2019
2292,2020-01-16 16:00:00+01:00,4264,0,,1,ascension,Thursday,1,2020
2293,2019-11-23 10:00:00+01:00,4264,0,,1,ascension,Saturday,11,2019
2294,2020-01-16 22:00:00+01:00,4264,0,,1,ascension,Thursday,1,2020
2295,2019-11-23 13:00:00+01:00,4264,0,,1,ascension,Saturday,11,2019
2296,2020-01-17 03:00:00+01:00,4264,0,,1,ascension,Friday,1,2020
2297,2019-11-23 18:00:00+01:00,4264,0,,1,ascension,Saturday,11,2019
2298,2020-01-17 04:00:00+01:00,4264,0,,1,ascension,Friday,1,2020
2299,2019-11-23 19:00:00+01:00,4264,0,,1,ascension,Saturday,11,2019
2300,2020-01-17 06:00:00+01:00,4264,0,,1,ascension,Friday,1,2020
2301,2019-11-23 21:00:00+01:00,4264,0,,1,ascension,Saturday,11,2019
2302,2020-01-17 07:00:00+01:00,4264,0,,1,ascension,Friday,1,2020
2303,2019-11-24 00:00:00+01:00,4264,0,,1,ascension,Sunday,11,2019
2304,2020-01-17 08:00:00+01:00,4264,0,,1,ascension,Friday,1,2020
2305,2019-11-24 07:00:00+01:00,4264,0,,1,ascension,Sunday,11,2019
2306,2020-01-17 10:00:00+01:00,4264,0,,1,ascension,Friday,1,2020
2307,2019-11-24 09:00:00+01:00,4264,0,,1,ascension,Sunday,11,2019
2308,2020-01-17 11:00:00+01:00,4264,0,,1,ascension,Friday,1,2020
2309,2019-11-24 10:00:00+01:00,4264,0,,1,ascension,Sunday,11,2019
2310,2020-01-17 13:00:00+01:00,4264,0,,1,ascension,Friday,1,2020
2311,2019-11-24 12:00:00+01:00,4264,0,,1,ascension,Sunday,11,2019
2312,2020-01-17 14:00:00+01:00,4264,0,,1,ascension,Friday,1,2020
2313,2019-11-24 15:00:00+01:00,4264,0,,1,ascension,Sunday,11,2019
2314,2020-01-17 15:00:00+01:00,4264,0,,1,ascension,Friday,1,2020
2315,2019-11-24 19:00:00+01:00,4264,0,,1,ascension,Sunday,11,2019
2316,2020-01-17 16:00:00+01:00,4264,0,,1,ascension,Friday,1,2020
2317,2019-11-24 20:00:00+01:00,4264,0,,1,ascension,Sunday,11,2019
2318,2020-01-17 18:00:00+01:00,4264,0,,1,ascension,Friday,1,2020
2319,2019-11-25 01:00:00+01:00,4264,0,,1,ascension,Monday,11,2019
2320,2020-01-17 20:00:00+01:00,4264,0,,1,ascension,Friday,1,2020
2321,2019-11-25 06:00:00+01:00,4264,0,,1,ascension,Monday,11,2019
2322,2020-01-17 21:00:00+01:00,4264,0,,1,ascension,Friday,1,2020
2323,2019-11-25 07:00:00+01:00,4264,0,,1,ascension,Monday,11,2019
2324,2020-01-17 22:00:00+01:00,4264,0,,1,ascension,Friday,1,2020
2325,2019-11-25 08:00:00+01:00,4264,0,,1,ascension,Monday,11,2019
2326,2020-01-17 23:00:00+01:00,4264,0,,1,ascension,Friday,1,2020
2327,2019-11-25 10:00:00+01:00,4264,0,,1,ascension,Monday,11,2019
2328,2020-01-18 03:00:00+01:00,4264,0,,1,ascension,Saturday,1,2020
2329,2019-11-25 14:00:00+01:00,4264,0,,1,ascension,Monday,11,2019
2330,2020-01-18 05:00:00+01:00,4264,0,,1,ascension,Saturday,1,2020
2331,2019-11-25 15:00:00+01:00,4264,0,,1,ascension,Monday,11,2019
2332,2020-01-18 06:00:00+01:00,4264,0,,1,ascension,Saturday,1,2020
2333,2019-11-25 16:00:00+01:00,4264,0,,1,ascension,Monday,11,2019
2334,2020-01-18 07:00:00+01:00,4264,0,,1,ascension,Saturday,1,2020
2335,2019-11-25 17:00:00+01:00,4264,0,,1,ascension,Monday,11,2019
2336,2020-01-18 09:00:00+01:00,4264,0,,1,ascension,Saturday,1,2020
2337,2019-11-25 18:00:00+01:00,4264,0,,1,ascension,Monday,11,2019
2338,2020-01-18 11:00:00+01:00,4264,0,,1,ascension,Saturday,1,2020
2339,2019-11-25 19:00:00+01:00,4264,0,,1,ascension,Monday,11,2019
2340,2020-01-18 12:00:00+01:00,4264,0,,1,ascension,Saturday,1,2020
2341,2019-11-25 20:00:00+01:00,4264,0,,1,ascension,Monday,11,2019
2342,2020-01-18 14:00:00+01:00,4264,0,,1,ascension,Saturday,1,2020
2343,2019-11-25 21:00:00+01:00,4264,0,,1,ascension,Monday,11,2019
2344,2020-01-18 15:00:00+01:00,4264,0,,1,ascension,Saturday,1,2020
2345,2019-11-25 22:00:00+01:00,4264,0,,1,ascension,Monday,11,2019
2346,2020-01-18 17:00:00+01:00,4264,0,,1,ascension,Saturday,1,2020
2347,2019-11-25 23:00:00+01:00,4264,0,,1,ascension,Monday,11,2019
2348,2020-01-18 18:00:00+01:00,4264,0,,1,ascension,Saturday,1,2020
2349,2019-11-26 02:00:00+01:00,4264,0,,1,ascension,Tuesday,11,2019
2350,2020-01-18 20:00:00+01:00,4264,0,,1,ascension,Saturday,1,2020
2351,2019-11-26 03:00:00+01:00,4264,0,,1,ascension,Tuesday,11,2019
2352,2020-01-19 00:00:00+01:00,4264,0,,1,ascension,Sunday,1,2020
2353,2019-11-26 06:00:00+01:00,4264,0,,1,ascension,Tuesday,11,2019
2354,2020-01-19 01:00:00+01:00,4264,0,,1,ascension,Sunday,1,2020
2355,2019-11-26 08:00:00+01:00,4264,0,,1,ascension,Tuesday,11,2019
2356,2020-01-19 02:00:00+01:00,4264,0,,1,ascension,Sunday,1,2020
2357,2019-11-26 09:00:00+01:00,4264,0,,1,ascension,Tuesday,11,2019
2358,2020-01-19 03:00:00+01:00,4264,0,,1,ascension,Sunday,1,2020
2359,2019-11-26 11:00:00+01:00,4264,0,,1,ascension,Tuesday,11,2019
2360,2020-01-19 04:00:00+01:00,4264,0,,1,ascension,Sunday,1,2020
2361,2019-11-26 15:00:00+01:00,4264,0,,1,ascension,Tuesday,11,2019
2362,2020-01-19 06:00:00+01:00,4264,0,,1,ascension,Sunday,1,2020
2363,2019-11-26 17:00:00+01:00,4264,0,,1,ascension,Tuesday,11,2019
2364,2020-01-19 07:00:00+01:00,4264,0,,1,ascension,Sunday,1,2020
2365,2019-11-26 20:00:00+01:00,4264,0,,1,ascension,Tuesday,11,2019
2366,2020-01-19 10:00:00+01:00,4264,0,,1,ascension,Sunday,1,2020
2367,2019-11-26 21:00:00+01:00,4264,0,,1,ascension,Tuesday,11,2019
2368,2020-01-19 12:00:00+01:00,4264,0,,1,ascension,Sunday,1,2020
2369,2019-11-26 22:00:00+01:00,4264,0,,1,ascension,Tuesday,11,2019
2370,2020-01-19 13:00:00+01:00,4264,0,,1,ascension,Sunday,1,2020
2371,2019-11-26 23:00:00+01:00,4264,0,,1,ascension,Tuesday,11,2019
2372,2020-01-19 14:00:00+01:00,4264,0,,1,ascension,Sunday,1,2020
2373,2019-11-27 01:00:00+01:00,4264,0,,1,ascension,Wednesday,11,2019
2374,2020-01-19 15:00:00+01:00,4264,0,,1,ascension,Sunday,1,2020
2375,2019-11-27 02:00:00+01:00,4264,0,,1,ascension,Wednesday,11,2019
2376,2020-01-19 16:00:00+01:00,4264,0,,1,ascension,Sunday,1,2020
2377,2019-11-27 05:00:00+01:00,4264,0,,1,ascension,Wednesday,11,2019
2378,2020-01-19 17:00:00+01:00,4264,0,,1,ascension,Sunday,1,2020
2379,2019-11-27 06:00:00+01:00,4264,0,,1,ascension,Wednesday,11,2019
2380,2020-01-19 18:00:00+01:00,4264,0,,1,ascension,Sunday,1,2020
2381,2019-11-27 07:00:00+01:00,4264,0,,1,ascension,Wednesday,11,2019
2382,2020-01-19 20:00:00+01:00,4264,0,,1,ascension,Sunday,1,2020
2383,2019-11-27 09:00:00+01:00,4264,0,,1,ascension,Wednesday,11,2019
2384,2020-01-19 21:00:00+01:00,4264,0,,1,ascension,Sunday,1,2020
2385,2019-11-27 13:00:00+01:00,4264,0,,1,ascension,Wednesday,11,2019
2386,2020-01-19 23:00:00+01:00,4264,0,,1,ascension,Sunday,1,2020
2387,2019-11-27 14:00:00+01:00,4264,0,,1,ascension,Wednesday,11,2019
2388,2020-01-20 02:00:00+01:00,4264,0,,1,ascension,Monday,1,2020
2389,2019-11-27 15:00:00+01:00,4264,0,,1,ascension,Wednesday,11,2019
2390,2020-01-20 03:00:00+01:00,4264,0,,1,ascension,Monday,1,2020
2391,2019-11-27 17:00:00+01:00,4264,0,,1,ascension,Wednesday,11,2019
2392,2020-01-20 07:00:00+01:00,4264,0,,1,ascension,Monday,1,2020
2393,2019-11-27 18:00:00+01:00,4264,0,,1,ascension,Wednesday,11,2019
2394,2020-01-20 11:00:00+01:00,4264,0,,1,ascension,Monday,1,2020
2395,2019-11-27 19:00:00+01:00,4264,0,,1,ascension,Wednesday,11,2019
2396,2020-01-20 12:00:00+01:00,4264,0,,1,ascension,Monday,1,2020
2397,2019-11-27 20:00:00+01:00,4264,0,,1,ascension,Wednesday,11,2019
2398,2020-01-20 14:00:00+01:00,4264,0,,1,ascension,Monday,1,2020
2399,2019-11-27 21:00:00+01:00,4264,0,,1,ascension,Wednesday,11,2019
2400,2020-01-20 15:00:00+01:00,4264,0,,1,ascension,Monday,1,2020
2401,2019-11-27 23:00:00+01:00,4264,0,,1,ascension,Wednesday,11,2019
2402,2020-01-20 18:00:00+01:00,4264,0,,1,ascension,Monday,1,2020
2403,2019-11-28 00:00:00+01:00,4264,0,,1,ascension,Thursday,11,2019
2404,2020-01-20 19:00:00+01:00,4264,0,,1,ascension,Monday,1,2020
2405,2020-01-20 23:00:00+01:00,4264,0,,1,ascension,Monday,1,2020
2406,2020-01-21 00:00:00+01:00,4264,0,,1,ascension,Tuesday,1,2020
2407,2020-01-21 01:00:00+01:00,4264,0,,1,ascension,Tuesday,1,2020
2408,2020-01-21 02:00:00+01:00,4264,0,,1,ascension,Tuesday,1,2020
2409,2020-01-21 03:00:00+01:00,4264,0,,1,ascension,Tuesday,1,2020
2410,2020-01-21 04:00:00+01:00,4264,0,,1,ascension,Tuesday,1,2020
2411,2020-01-21 05:00:00+01:00,4264,0,,1,ascension,Tuesday,1,2020
2412,2020-01-21 06:00:00+01:00,4264,0,,1,ascension,Tuesday,1,2020
2413,2020-01-21 08:00:00+01:00,4264,0,,1,ascension,Tuesday,1,2020
2414,2020-01-21 09:00:00+01:00,4264,0,,1,ascension,Tuesday,1,2020
2415,2020-01-21 12:00:00+01:00,4264,0,,1,ascension,Tuesday,1,2020
2416,2020-01-21 14:00:00+01:00,4264,0,,1,ascension,Tuesday,1,2020
2417,2020-01-21 15:00:00+01:00,4264,0,,1,ascension,Tuesday,1,2020
2418,2020-01-21 16:00:00+01:00,4264,0,,1,ascension,Tuesday,1,2020
2419,2020-01-21 21:00:00+01:00,4264,0,,1,ascension,Tuesday,1,2020
2420,2020-08-09 00:00:00+02:00,4264,0,,1,été,Sunday,8,2020
2421,2020-08-08 22:00:00+02:00,4264,0,,1,été,Saturday,8,2020
