Identifiant arc;Libelle;Date et heure de comptage;Débit horaire;Taux d'occupation;Etat trafic;Identifiant noeud amont;Libelle noeud amont;Identifiant noeud aval;Libelle noeud aval;Etat arc;Date debut dispo data;Date fin dispo data;geo_point_2d;geo_shape
191;Sts_Peres;2020-02-24T06:00:00+01:00;99.0;1.18667;Fluide;114;Sts_Peres-Voltaire;119;Sts_Peres-Universite;Invalide;2005-01-01;2019-06-01;48.8572803712,2.33245419072;"{""type"": ""LineString"", ""coordinates"": [[2.3332577811, 48.858260067], [2.3316506003, 48.8563006755]]}"
191;Sts_Peres;2020-02-24T07:00:00+01:00;241.0;2.99333;Fluide;114;Sts_Peres-Voltaire;119;Sts_Peres-Universite;Invalide;2005-01-01;2019-06-01;48.8572803712,2.33245419072;"{""type"": ""LineString"", ""coordinates"": [[2.3332577811, 48.858260067], [2.3316506003, 48.8563006755]]}"
191;Sts_Peres;2020-02-24T08:00:00+01:00;445.0;6.32945;Fluide;114;Sts_Peres-Voltaire;119;Sts_Peres-Universite;Invalide;2005-01-01;2019-06-01;48.8572803712,2.33245419072;"{""type"": ""LineString"", ""coordinates"": [[2.3332577811, 48.858260067], [2.3316506003, 48.8563006755]]}"
191;Sts_Peres;2020-02-24T09:00:00+01:00;683.0;9.88334;Fluide;114;Sts_Peres-Voltaire;119;Sts_Peres-Universite;Invalide;2005-01-01;2019-06-01;48.8572803712,2.33245419072;"{""type"": ""LineString"", ""coordinates"": [[2.3332577811, 48.858260067], [2.3316506003, 48.8563006755]]}"
191;Sts_Peres;2020-02-24T13:00:00+01:00;680.0;11.05056;Fluide;114;Sts_Peres-Voltaire;119;Sts_Peres-Universite;Invalide;2005-01-01;2019-06-01;48.8572803712,2.33245419072;"{""type"": ""LineString"", ""coordinates"": [[2.3332577811, 48.858260067], [2.3316506003, 48.8563006755]]}"
191;Sts_Peres;2020-02-24T14:00:00+01:00;659.0;9.83667;Fluide;114;Sts_Peres-Voltaire;119;Sts_Peres-Universite;Invalide;2005-01-01;2019-06-01;48.8572803712,2.33245419072;"{""type"": ""LineString"", ""coordinates"": [[2.3332577811, 48.858260067], [2.3316506003, 48.8563006755]]}"
191;Sts_Peres;2020-02-24T17:00:00+01:00;704.0;9.88167;Fluide;114;Sts_Peres-Voltaire;119;Sts_Peres-Universite;Invalide;2005-01-01;2019-06-01;48.8572803712,2.33245419072;"{""type"": ""LineString"", ""coordinates"": [[2.3332577811, 48.858260067], [2.3316506003, 48.8563006755]]}"
191;Sts_Peres;2020-02-24T23:00:00+01:00;424.0;4.815;Fluide;114;Sts_Peres-Voltaire;119;Sts_Peres-Universite;Invalide;2005-01-01;2019-06-01;48.8572803712,2.33245419072;"{""type"": ""LineString"", ""coordinates"": [[2.3332577811, 48.858260067], [2.3316506003, 48.8563006755]]}"
191;Sts_Peres;2020-02-25T00:00:00+01:00;429.0;4.87611;Fluide;114;Sts_Peres-Voltaire;119;Sts_Peres-Universite;Invalide;2005-01-01;2019-06-01;48.8572803712,2.33245419072;"{""type"": ""LineString"", ""coordinates"": [[2.3332577811, 48.858260067], [2.3316506003, 48.8563006755]]}"
191;Sts_Peres;2020-02-25T02:00:00+01:00;141.0;1.74778;Fluide;114;Sts_Peres-Voltaire;119;Sts_Peres-Universite;Invalide;2005-01-01;2019-06-01;48.8572803712,2.33245419072;"{""type"": ""LineString"", ""coordinates"": [[2.3332577811, 48.858260067], [2.3316506003, 48.8563006755]]}"
191;Sts_Peres;2020-02-25T03:00:00+01:00;66.0;0.77834;Fluide;114;Sts_Peres-Voltaire;119;Sts_Peres-Universite;Invalide;2005-01-01;2019-06-01;48.8572803712,2.33245419072;"{""type"": ""LineString"", ""coordinates"": [[2.3332577811, 48.858260067], [2.3316506003, 48.8563006755]]}"
191;Sts_Peres;2020-02-25T04:00:00+01:00;38.0;0.52;Fluide;114;Sts_Peres-Voltaire;119;Sts_Peres-Universite;Invalide;2005-01-01;2019-06-01;48.8572803712,2.33245419072;"{""type"": ""LineString"", ""coordinates"": [[2.3332577811, 48.858260067], [2.3316506003, 48.8563006755]]}"
191;Sts_Peres;2020-02-25T07:00:00+01:00;225.0;2.64889;Fluide;114;Sts_Peres-Voltaire;119;Sts_Peres-Universite;Invalide;2005-01-01;2019-06-01;48.8572803712,2.33245419072;"{""type"": ""LineString"", ""coordinates"": [[2.3332577811, 48.858260067], [2.3316506003, 48.8563006755]]}"
191;Sts_Peres;2020-02-25T08:00:00+01:00;453.0;6.40667;Fluide;114;Sts_Peres-Voltaire;119;Sts_Peres-Universite;Invalide;2005-01-01;2019-06-01;48.8572803712,2.33245419072;"{""type"": ""LineString"", ""coordinates"": [[2.3332577811, 48.858260067], [2.3316506003, 48.8563006755]]}"
191;Sts_Peres;2020-02-25T09:00:00+01:00;650.0;9.15111;Fluide;114;Sts_Peres-Voltaire;119;Sts_Peres-Universite;Invalide;2005-01-01;2019-06-01;48.8572803712,2.33245419072;"{""type"": ""LineString"", ""coordinates"": [[2.3332577811, 48.858260067], [2.3316506003, 48.8563006755]]}"
191;Sts_Peres;2020-02-25T14:00:00+01:00;692.0;12.36167;Fluide;114;Sts_Peres-Voltaire;119;Sts_Peres-Universite;Invalide;2005-01-01;2019-06-01;48.8572803712,2.33245419072;"{""type"": ""LineString"", ""coordinates"": [[2.3332577811, 48.858260067], [2.3316506003, 48.8563006755]]}"
191;Sts_Peres;2020-02-25T15:00:00+01:00;796.0;14.56889;Fluide;114;Sts_Peres-Voltaire;119;Sts_Peres-Universite;Invalide;2005-01-01;2019-06-01;48.8572803712,2.33245419072;"{""type"": ""LineString"", ""coordinates"": [[2.3332577811, 48.858260067], [2.3316506003, 48.8563006755]]}"
191;Sts_Peres;2020-02-25T16:00:00+01:00;740.0;20.16945;Pré-saturé;114;Sts_Peres-Voltaire;119;Sts_Peres-Universite;Invalide;2005-01-01;2019-06-01;48.8572803712,2.33245419072;"{""type"": ""LineString"", ""coordinates"": [[2.3332577811, 48.858260067], [2.3316506003, 48.8563006755]]}"
191;Sts_Peres;2020-02-25T18:00:00+01:00;816.0;17.29945;Pré-saturé;114;Sts_Peres-Voltaire;119;Sts_Peres-Universite;Invalide;2005-01-01;2019-06-01;48.8572803712,2.33245419072;"{""type"": ""LineString"", ""coordinates"": [[2.3332577811, 48.858260067], [2.3316506003, 48.8563006755]]}"
191;Sts_Peres;2020-02-25T21:00:00+01:00;;;Inconnu;114;Sts_Peres-Voltaire;119;Sts_Peres-Universite;Invalide;2005-01-01;2019-06-01;48.8572803712,2.33245419072;"{""type"": ""LineString"", ""coordinates"": [[2.3332577811, 48.858260067], [2.3316506003, 48.8563006755]]}"
191;Sts_Peres;2020-02-25T23:00:00+01:00;492.0;5.87;Fluide;114;Sts_Peres-Voltaire;119;Sts_Peres-Universite;Invalide;2005-01-01;2019-06-01;48.8572803712,2.33245419072;"{""type"": ""LineString"", ""coordinates"": [[2.3332577811, 48.858260067], [2.3316506003, 48.8563006755]]}"
191;Sts_Peres;2020-02-26T00:00:00+01:00;568.0;6.74;Fluide;114;Sts_Peres-Voltaire;119;Sts_Peres-Universite;Invalide;2005-01-01;2019-06-01;48.8572803712,2.33245419072;"{""type"": ""LineString"", ""coordinates"": [[2.3332577811, 48.858260067], [2.3316506003, 48.8563006755]]}"
191;Sts_Peres;2020-02-26T02:00:00+01:00;213.0;2.63;Fluide;114;Sts_Peres-Voltaire;119;Sts_Peres-Universite;Invalide;2005-01-01;2019-06-01;48.8572803712,2.33245419072;"{""type"": ""LineString"", ""coordinates"": [[2.3332577811, 48.858260067], [2.3316506003, 48.8563006755]]}"
191;Sts_Peres;2020-02-26T04:00:00+01:00;59.0;0.88556;Fluide;114;Sts_Peres-Voltaire;119;Sts_Peres-Universite;Invalide;2005-01-01;2019-06-01;48.8572803712,2.33245419072;"{""type"": ""LineString"", ""coordinates"": [[2.3332577811, 48.858260067], [2.3316506003, 48.8563006755]]}"
191;Sts_Peres;2020-02-26T05:00:00+01:00;54.0;0.76833;Fluide;114;Sts_Peres-Voltaire;119;Sts_Peres-Universite;Invalide;2005-01-01;2019-06-01;48.8572803712,2.33245419072;"{""type"": ""LineString"", ""coordinates"": [[2.3332577811, 48.858260067], [2.3316506003, 48.8563006755]]}"
191;Sts_Peres;2020-02-26T10:00:00+01:00;885.0;20.64722;Pré-saturé;114;Sts_Peres-Voltaire;119;Sts_Peres-Universite;Invalide;2005-01-01;2019-06-01;48.8572803712,2.33245419072;"{""type"": ""LineString"", ""coordinates"": [[2.3332577811, 48.858260067], [2.3316506003, 48.8563006755]]}"
191;Sts_Peres;2020-02-26T12:00:00+01:00;671.0;11.30111;Fluide;114;Sts_Peres-Voltaire;119;Sts_Peres-Universite;Invalide;2005-01-01;2019-06-01;48.8572803712,2.33245419072;"{""type"": ""LineString"", ""coordinates"": [[2.3332577811, 48.858260067], [2.3316506003, 48.8563006755]]}"
191;Sts_Peres;2020-02-26T14:00:00+01:00;705.0;24.48222;Pré-saturé;114;Sts_Peres-Voltaire;119;Sts_Peres-Universite;Invalide;2005-01-01;2019-06-01;48.8572803712,2.33245419072;"{""type"": ""LineString"", ""coordinates"": [[2.3332577811, 48.858260067], [2.3316506003, 48.8563006755]]}"
191;Sts_Peres;2020-02-26T17:00:00+01:00;776.0;11.54222;Fluide;114;Sts_Peres-Voltaire;119;Sts_Peres-Universite;Invalide;2005-01-01;2019-06-01;48.8572803712,2.33245419072;"{""type"": ""LineString"", ""coordinates"": [[2.3332577811, 48.858260067], [2.3316506003, 48.8563006755]]}"
191;Sts_Peres;2020-02-26T18:00:00+01:00;821.0;15.03722;Pré-saturé;114;Sts_Peres-Voltaire;119;Sts_Peres-Universite;Invalide;2005-01-01;2019-06-01;48.8572803712,2.33245419072;"{""type"": ""LineString"", ""coordinates"": [[2.3332577811, 48.858260067], [2.3316506003, 48.8563006755]]}"
191;Sts_Peres;2020-02-26T19:00:00+01:00;742.0;20.15223;Pré-saturé;114;Sts_Peres-Voltaire;119;Sts_Peres-Universite;Invalide;2005-01-01;2019-06-01;48.8572803712,2.33245419072;"{""type"": ""LineString"", ""coordinates"": [[2.3332577811, 48.858260067], [2.3316506003, 48.8563006755]]}"
191;Sts_Peres;2020-02-26T21:00:00+01:00;821.0;10.67;Fluide;114;Sts_Peres-Voltaire;119;Sts_Peres-Universite;Invalide;2005-01-01;2019-06-01;48.8572803712,2.33245419072;"{""type"": ""LineString"", ""coordinates"": [[2.3332577811, 48.858260067], [2.3316506003, 48.8563006755]]}"
191;Sts_Peres;2020-02-26T22:00:00+01:00;492.0;6.10556;Fluide;114;Sts_Peres-Voltaire;119;Sts_Peres-Universite;Invalide;2005-01-01;2019-06-01;48.8572803712,2.33245419072;"{""type"": ""LineString"", ""coordinates"": [[2.3332577811, 48.858260067], [2.3316506003, 48.8563006755]]}"
191;Sts_Peres;2020-02-27T01:00:00+01:00;419.0;5.02667;Fluide;114;Sts_Peres-Voltaire;119;Sts_Peres-Universite;Invalide;2005-01-01;2019-06-01;48.8572803712,2.33245419072;"{""type"": ""LineString"", ""coordinates"": [[2.3332577811, 48.858260067], [2.3316506003, 48.8563006755]]}"
191;Sts_Peres;2020-02-27T03:00:00+01:00;133.0;1.495;Fluide;114;Sts_Peres-Voltaire;119;Sts_Peres-Universite;Invalide;2005-01-01;2019-06-01;48.8572803712,2.33245419072;"{""type"": ""LineString"", ""coordinates"": [[2.3332577811, 48.858260067], [2.3316506003, 48.8563006755]]}"
191;Sts_Peres;2020-02-27T04:00:00+01:00;56.0;0.70778;Fluide;114;Sts_Peres-Voltaire;119;Sts_Peres-Universite;Invalide;2005-01-01;2019-06-01;48.8572803712,2.33245419072;"{""type"": ""LineString"", ""coordinates"": [[2.3332577811, 48.858260067], [2.3316506003, 48.8563006755]]}"
191;Sts_Peres;2020-02-27T05:00:00+01:00;75.0;0.93889;Fluide;114;Sts_Peres-Voltaire;119;Sts_Peres-Universite;Invalide;2005-01-01;2019-06-01;48.8572803712,2.33245419072;"{""type"": ""LineString"", ""coordinates"": [[2.3332577811, 48.858260067], [2.3316506003, 48.8563006755]]}"
191;Sts_Peres;2020-02-27T07:00:00+01:00;247.0;2.90222;Fluide;114;Sts_Peres-Voltaire;119;Sts_Peres-Universite;Invalide;2005-01-01;2019-06-01;48.8572803712,2.33245419072;"{""type"": ""LineString"", ""coordinates"": [[2.3332577811, 48.858260067], [2.3316506003, 48.8563006755]]}"
191;Sts_Peres;2020-02-27T09:00:00+01:00;635.0;10.10778;Fluide;114;Sts_Peres-Voltaire;119;Sts_Peres-Universite;Invalide;2005-01-01;2019-06-01;48.8572803712,2.33245419072;"{""type"": ""LineString"", ""coordinates"": [[2.3332577811, 48.858260067], [2.3316506003, 48.8563006755]]}"
191;Sts_Peres;2020-02-27T10:00:00+01:00;778.0;16.66222;Pré-saturé;114;Sts_Peres-Voltaire;119;Sts_Peres-Universite;Invalide;2005-01-01;2019-06-01;48.8572803712,2.33245419072;"{""type"": ""LineString"", ""coordinates"": [[2.3332577811, 48.858260067], [2.3316506003, 48.8563006755]]}"
191;Sts_Peres;2020-02-27T11:00:00+01:00;625.0;12.21833;Fluide;114;Sts_Peres-Voltaire;119;Sts_Peres-Universite;Invalide;2005-01-01;2019-06-01;48.8572803712,2.33245419072;"{""type"": ""LineString"", ""coordinates"": [[2.3332577811, 48.858260067], [2.3316506003, 48.8563006755]]}"
191;Sts_Peres;2020-02-27T12:00:00+01:00;730.0;21.31834;Pré-saturé;114;Sts_Peres-Voltaire;119;Sts_Peres-Universite;Invalide;2005-01-01;2019-06-01;48.8572803712,2.33245419072;"{""type"": ""LineString"", ""coordinates"": [[2.3332577811, 48.858260067], [2.3316506003, 48.8563006755]]}"
191;Sts_Peres;2020-02-27T13:00:00+01:00;799.0;17.735;Pré-saturé;114;Sts_Peres-Voltaire;119;Sts_Peres-Universite;Invalide;2005-01-01;2019-06-01;48.8572803712,2.33245419072;"{""type"": ""LineString"", ""coordinates"": [[2.3332577811, 48.858260067], [2.3316506003, 48.8563006755]]}"
191;Sts_Peres;2020-02-27T14:00:00+01:00;752.0;25.10778;Pré-saturé;114;Sts_Peres-Voltaire;119;Sts_Peres-Universite;Invalide;2005-01-01;2019-06-01;48.8572803712,2.33245419072;"{""type"": ""LineString"", ""coordinates"": [[2.3332577811, 48.858260067], [2.3316506003, 48.8563006755]]}"
191;Sts_Peres;2020-02-27T15:00:00+01:00;694.0;12.815;Fluide;114;Sts_Peres-Voltaire;119;Sts_Peres-Universite;Invalide;2005-01-01;2019-06-01;48.8572803712,2.33245419072;"{""type"": ""LineString"", ""coordinates"": [[2.3332577811, 48.858260067], [2.3316506003, 48.8563006755]]}"
191;Sts_Peres;2020-02-27T16:00:00+01:00;744.0;16.30333;Pré-saturé;114;Sts_Peres-Voltaire;119;Sts_Peres-Universite;Invalide;2005-01-01;2019-06-01;48.8572803712,2.33245419072;"{""type"": ""LineString"", ""coordinates"": [[2.3332577811, 48.858260067], [2.3316506003, 48.8563006755]]}"
191;Sts_Peres;2020-02-27T17:00:00+01:00;789.0;19.97723;Pré-saturé;114;Sts_Peres-Voltaire;119;Sts_Peres-Universite;Invalide;2005-01-01;2019-06-01;48.8572803712,2.33245419072;"{""type"": ""LineString"", ""coordinates"": [[2.3332577811, 48.858260067], [2.3316506003, 48.8563006755]]}"
191;Sts_Peres;2020-02-27T18:00:00+01:00;861.0;15.39056;Pré-saturé;114;Sts_Peres-Voltaire;119;Sts_Peres-Universite;Invalide;2005-01-01;2019-06-01;48.8572803712,2.33245419072;"{""type"": ""LineString"", ""coordinates"": [[2.3332577811, 48.858260067], [2.3316506003, 48.8563006755]]}"
191;Sts_Peres;2020-02-27T20:00:00+01:00;987.0;14.125;Fluide;114;Sts_Peres-Voltaire;119;Sts_Peres-Universite;Invalide;2005-01-01;2019-06-01;48.8572803712,2.33245419072;"{""type"": ""LineString"", ""coordinates"": [[2.3332577811, 48.858260067], [2.3316506003, 48.8563006755]]}"
191;Sts_Peres;2020-02-27T22:00:00+01:00;572.0;7.27278;Fluide;114;Sts_Peres-Voltaire;119;Sts_Peres-Universite;Invalide;2005-01-01;2019-06-01;48.8572803712,2.33245419072;"{""type"": ""LineString"", ""coordinates"": [[2.3332577811, 48.858260067], [2.3316506003, 48.8563006755]]}"
191;Sts_Peres;2020-02-28T01:00:00+01:00;494.0;5.92833;Fluide;114;Sts_Peres-Voltaire;119;Sts_Peres-Universite;Invalide;2005-01-01;2019-06-01;48.8572803712,2.33245419072;"{""type"": ""LineString"", ""coordinates"": [[2.3332577811, 48.858260067], [2.3316506003, 48.8563006755]]}"
191;Sts_Peres;2020-02-28T02:00:00+01:00;399.0;4.59222;Fluide;114;Sts_Peres-Voltaire;119;Sts_Peres-Universite;Invalide;2005-01-01;2019-06-01;48.8572803712,2.33245419072;"{""type"": ""LineString"", ""coordinates"": [[2.3332577811, 48.858260067], [2.3316506003, 48.8563006755]]}"
191;Sts_Peres;2020-02-28T06:00:00+01:00;119.0;1.28833;Fluide;114;Sts_Peres-Voltaire;119;Sts_Peres-Universite;Invalide;2005-01-01;2019-06-01;48.8572803712,2.33245419072;"{""type"": ""LineString"", ""coordinates"": [[2.3332577811, 48.858260067], [2.3316506003, 48.8563006755]]}"
191;Sts_Peres;2020-02-28T07:00:00+01:00;215.0;2.81;Fluide;114;Sts_Peres-Voltaire;119;Sts_Peres-Universite;Invalide;2005-01-01;2019-06-01;48.8572803712,2.33245419072;"{""type"": ""LineString"", ""coordinates"": [[2.3332577811, 48.858260067], [2.3316506003, 48.8563006755]]}"
191;Sts_Peres;2020-02-28T09:00:00+01:00;648.0;8.81;Fluide;114;Sts_Peres-Voltaire;119;Sts_Peres-Universite;Invalide;2005-01-01;2019-06-01;48.8572803712,2.33245419072;"{""type"": ""LineString"", ""coordinates"": [[2.3332577811, 48.858260067], [2.3316506003, 48.8563006755]]}"
191;Sts_Peres;2020-02-28T10:00:00+01:00;670.0;8.13834;Fluide;114;Sts_Peres-Voltaire;119;Sts_Peres-Universite;Invalide;2005-01-01;2019-06-01;48.8572803712,2.33245419072;"{""type"": ""LineString"", ""coordinates"": [[2.3332577811, 48.858260067], [2.3316506003, 48.8563006755]]}"
191;Sts_Peres;2020-02-28T11:00:00+01:00;738.0;15.51445;Pré-saturé;114;Sts_Peres-Voltaire;119;Sts_Peres-Universite;Invalide;2005-01-01;2019-06-01;48.8572803712,2.33245419072;"{""type"": ""LineString"", ""coordinates"": [[2.3332577811, 48.858260067], [2.3316506003, 48.8563006755]]}"
191;Sts_Peres;2020-02-28T14:00:00+01:00;845.0;18.94667;Pré-saturé;114;Sts_Peres-Voltaire;119;Sts_Peres-Universite;Invalide;2005-01-01;2019-06-01;48.8572803712,2.33245419072;"{""type"": ""LineString"", ""coordinates"": [[2.3332577811, 48.858260067], [2.3316506003, 48.8563006755]]}"
191;Sts_Peres;2020-02-28T15:00:00+01:00;735.0;15.67445;Pré-saturé;114;Sts_Peres-Voltaire;119;Sts_Peres-Universite;Invalide;2005-01-01;2019-06-01;48.8572803712,2.33245419072;"{""type"": ""LineString"", ""coordinates"": [[2.3332577811, 48.858260067], [2.3316506003, 48.8563006755]]}"
191;Sts_Peres;2020-02-28T17:00:00+01:00;801.0;15.46611;Pré-saturé;114;Sts_Peres-Voltaire;119;Sts_Peres-Universite;Invalide;2005-01-01;2019-06-01;48.8572803712,2.33245419072;"{""type"": ""LineString"", ""coordinates"": [[2.3332577811, 48.858260067], [2.3316506003, 48.8563006755]]}"
191;Sts_Peres;2020-02-28T18:00:00+01:00;800.0;16.49611;Pré-saturé;114;Sts_Peres-Voltaire;119;Sts_Peres-Universite;Invalide;2005-01-01;2019-06-01;48.8572803712,2.33245419072;"{""type"": ""LineString"", ""coordinates"": [[2.3332577811, 48.858260067], [2.3316506003, 48.8563006755]]}"
191;Sts_Peres;2020-02-28T19:00:00+01:00;768.0;9.88778;Fluide;114;Sts_Peres-Voltaire;119;Sts_Peres-Universite;Invalide;2005-01-01;2019-06-01;48.8572803712,2.33245419072;"{""type"": ""LineString"", ""coordinates"": [[2.3332577811, 48.858260067], [2.3316506003, 48.8563006755]]}"
191;Sts_Peres;2020-02-28T20:00:00+01:00;812.0;12.27889;Fluide;114;Sts_Peres-Voltaire;119;Sts_Peres-Universite;Invalide;2005-01-01;2019-06-01;48.8572803712,2.33245419072;"{""type"": ""LineString"", ""coordinates"": [[2.3332577811, 48.858260067], [2.3316506003, 48.8563006755]]}"
191;Sts_Peres;2020-02-28T22:00:00+01:00;557.0;7.085;Fluide;114;Sts_Peres-Voltaire;119;Sts_Peres-Universite;Invalide;2005-01-01;2019-06-01;48.8572803712,2.33245419072;"{""type"": ""LineString"", ""coordinates"": [[2.3332577811, 48.858260067], [2.3316506003, 48.8563006755]]}"
191;Sts_Peres;2020-02-28T23:00:00+01:00;528.0;6.75445;Fluide;114;Sts_Peres-Voltaire;119;Sts_Peres-Universite;Invalide;2005-01-01;2019-06-01;48.8572803712,2.33245419072;"{""type"": ""LineString"", ""coordinates"": [[2.3332577811, 48.858260067], [2.3316506003, 48.8563006755]]}"
191;Sts_Peres;2020-02-29T00:00:00+01:00;527.0;6.36611;Fluide;114;Sts_Peres-Voltaire;119;Sts_Peres-Universite;Invalide;2005-01-01;2019-06-01;48.8572803712,2.33245419072;"{""type"": ""LineString"", ""coordinates"": [[2.3332577811, 48.858260067], [2.3316506003, 48.8563006755]]}"
191;Sts_Peres;2020-07-07T00:00:00+02:00;366.0;4.09556;Fluide;114;Sts_Peres-Voltaire;119;Sts_Peres-Universite;Invalide;2005-01-01;2019-06-01;48.8572803712,2.33245419072;"{""type"": ""LineString"", ""coordinates"": [[2.3332577811, 48.858260067], [2.3316506003, 48.8563006755]]}"
191;Sts_Peres;2020-07-06T23:00:00+02:00;338.0;3.51722;Fluide;114;Sts_Peres-Voltaire;119;Sts_Peres-Universite;Invalide;2005-01-01;2019-06-01;48.8572803712,2.33245419072;"{""type"": ""LineString"", ""coordinates"": [[2.3332577811, 48.858260067], [2.3316506003, 48.8563006755]]}"
191;Sts_Peres;2020-07-06T20:00:00+02:00;740.0;7.16222;Fluide;114;Sts_Peres-Voltaire;119;Sts_Peres-Universite;Invalide;2005-01-01;2019-06-01;48.8572803712,2.33245419072;"{""type"": ""LineString"", ""coordinates"": [[2.3332577811, 48.858260067], [2.3316506003, 48.8563006755]]}"
191;Sts_Peres;2020-07-06T16:00:00+02:00;618.0;8.01945;Fluide;114;Sts_Peres-Voltaire;119;Sts_Peres-Universite;Invalide;2005-01-01;2019-06-01;48.8572803712,2.33245419072;"{""type"": ""LineString"", ""coordinates"": [[2.3332577811, 48.858260067], [2.3316506003, 48.8563006755]]}"
191;Sts_Peres;2020-07-06T14:00:00+02:00;578.0;6.48056;Fluide;114;Sts_Peres-Voltaire;119;Sts_Peres-Universite;Invalide;2005-01-01;2019-06-01;48.8572803712,2.33245419072;"{""type"": ""LineString"", ""coordinates"": [[2.3332577811, 48.858260067], [2.3316506003, 48.8563006755]]}"
191;Sts_Peres;2020-07-06T13:00:00+02:00;616.0;7.68667;Fluide;114;Sts_Peres-Voltaire;119;Sts_Peres-Universite;Invalide;2005-01-01;2019-06-01;48.8572803712,2.33245419072;"{""type"": ""LineString"", ""coordinates"": [[2.3332577811, 48.858260067], [2.3316506003, 48.8563006755]]}"
191;Sts_Peres;2020-12-08T00:00:00+01:00;99.0;1.25667;Fluide;114;Sts_Peres-Voltaire;119;Sts_Peres-Universite;Invalide;2005-01-01;2019-06-01;48.8572803712,2.33245419072;"{""type"": ""LineString"", ""coordinates"": [[2.3332577811, 48.858260067], [2.3316506003, 48.8563006755]]}"
191;Sts_Peres;2020-12-07T21:00:00+01:00;398.0;4.32445;Fluide;114;Sts_Peres-Voltaire;119;Sts_Peres-Universite;Invalide;2005-01-01;2019-06-01;48.8572803712,2.33245419072;"{""type"": ""LineString"", ""coordinates"": [[2.3332577811, 48.858260067], [2.3316506003, 48.8563006755]]}"
191;Sts_Peres;2020-12-07T20:00:00+01:00;570.0;6.46167;Fluide;114;Sts_Peres-Voltaire;119;Sts_Peres-Universite;Invalide;2005-01-01;2019-06-01;48.8572803712,2.33245419072;"{""type"": ""LineString"", ""coordinates"": [[2.3332577811, 48.858260067], [2.3316506003, 48.8563006755]]}"
191;Sts_Peres;2020-12-07T19:00:00+01:00;599.0;6.75222;Fluide;114;Sts_Peres-Voltaire;119;Sts_Peres-Universite;Invalide;2005-01-01;2019-06-01;48.8572803712,2.33245419072;"{""type"": ""LineString"", ""coordinates"": [[2.3332577811, 48.858260067], [2.3316506003, 48.8563006755]]}"
191;Sts_Peres;2020-12-07T18:00:00+01:00;647.0;8.07;Fluide;114;Sts_Peres-Voltaire;119;Sts_Peres-Universite;Invalide;2005-01-01;2019-06-01;48.8572803712,2.33245419072;"{""type"": ""LineString"", ""coordinates"": [[2.3332577811, 48.858260067], [2.3316506003, 48.8563006755]]}"
191;Sts_Peres;2020-12-07T16:00:00+01:00;636.0;8.03667;Fluide;114;Sts_Peres-Voltaire;119;Sts_Peres-Universite;Invalide;2005-01-01;2019-06-01;48.8572803712,2.33245419072;"{""type"": ""LineString"", ""coordinates"": [[2.3332577811, 48.858260067], [2.3316506003, 48.8563006755]]}"
191;Sts_Peres;2020-12-07T14:00:00+01:00;593.0;7.17333;Fluide;114;Sts_Peres-Voltaire;119;Sts_Peres-Universite;Invalide;2005-01-01;2019-06-01;48.8572803712,2.33245419072;"{""type"": ""LineString"", ""coordinates"": [[2.3332577811, 48.858260067], [2.3316506003, 48.8563006755]]}"
191;Sts_Peres;2020-12-07T13:00:00+01:00;556.0;7.14556;Fluide;114;Sts_Peres-Voltaire;119;Sts_Peres-Universite;Invalide;2005-01-01;2019-06-01;48.8572803712,2.33245419072;"{""type"": ""LineString"", ""coordinates"": [[2.3332577811, 48.858260067], [2.3316506003, 48.8563006755]]}"
191;Sts_Peres;2020-12-07T08:00:00+01:00;395.0;4.99333;Fluide;114;Sts_Peres-Voltaire;119;Sts_Peres-Universite;Invalide;2005-01-01;2019-06-01;48.8572803712,2.33245419072;"{""type"": ""LineString"", ""coordinates"": [[2.3332577811, 48.858260067], [2.3316506003, 48.8563006755]]}"
191;Sts_Peres;2020-12-07T07:00:00+01:00;182.0;2.06611;Fluide;114;Sts_Peres-Voltaire;119;Sts_Peres-Universite;Invalide;2005-01-01;2019-06-01;48.8572803712,2.33245419072;"{""type"": ""LineString"", ""coordinates"": [[2.3332577811, 48.858260067], [2.3316506003, 48.8563006755]]}"
191;Sts_Peres;2020-12-07T06:00:00+01:00;58.0;0.65889;Fluide;114;Sts_Peres-Voltaire;119;Sts_Peres-Universite;Invalide;2005-01-01;2019-06-01;48.8572803712,2.33245419072;"{""type"": ""LineString"", ""coordinates"": [[2.3332577811, 48.858260067], [2.3316506003, 48.8563006755]]}"
191;Sts_Peres;2020-12-07T02:00:00+01:00;33.0;0.62333;Fluide;114;Sts_Peres-Voltaire;119;Sts_Peres-Universite;Invalide;2005-01-01;2019-06-01;48.8572803712,2.33245419072;"{""type"": ""LineString"", ""coordinates"": [[2.3332577811, 48.858260067], [2.3316506003, 48.8563006755]]}"
191;Sts_Peres;2020-12-07T01:00:00+01:00;44.0;0.77389;Fluide;114;Sts_Peres-Voltaire;119;Sts_Peres-Universite;Invalide;2005-01-01;2019-06-01;48.8572803712,2.33245419072;"{""type"": ""LineString"", ""coordinates"": [[2.3332577811, 48.858260067], [2.3316506003, 48.8563006755]]}"
