,PA01H:CO,AUB:CO,PA04C:CO,A1:CO,BASCH:CO,AUT:CO,OBJECTID
,PARIS 1er Les Halles,AUBERVILLIERS,Paris Centre,Autoroute A1 - Saint-Denis,Place Victor Basch,Boulevard Péripherique Auteuil,0
,PA01H,AUB,PA04C,A1,BASCH,AUT,1
,Monoxyde de carbone,Monoxyde de carbone,Monoxyde de carbone,Monoxyde de carbone,Monoxyde de carbone,Monoxyde de carbone,2
,CO,CO,CO,CO,CO,CO,3
,mg/m3,mg/m3,mg/m3,mg/m3,mg/m3,mg/m3,4
2019/11/07 00:00:00+00,0.195000,0.113000,,0.374000,,0.398000,7444
2019/11/07 01:00:00+00,0.183000,0.077000,,0.269000,,0.267000,7445
2019/11/07 02:00:00+00,0.167000,0.088000,,0.223000,,0.197000,7446
2019/11/07 03:00:00+00,0.161000,0.069000,,0.220000,,0.169000,7447
2019/11/07 04:00:00+00,0.154000,0.065000,,0.231000,,0.177000,7448
2019/11/07 05:00:00+00,0.153000,0.053000,,0.255000,,0.185000,7449
2019/11/07 06:00:00+00,0.168000,0.072000,,0.333000,,0.293000,7450
2019/11/07 07:00:00+00,0.147000,0.063000,,0.377000,,0.360000,7451
2019/11/07 08:00:00+00,0.157000,0.066000,,0.503000,,0.517000,7452
2019/11/07 09:00:00+00,0.244000,0.071000,,0.541000,,0.594000,7453
2019/11/07 10:00:00+00,0.130000,0.050000,,0.451000,,0.331000,7454
2019/11/07 11:00:00+00,0.116000,0.021000,,0.326000,,0.280000,7455
2019/11/07 12:00:00+00,0.137000,0.045000,,0.287000,,0.311000,7456
2019/11/07 13:00:00+00,0.126000,0.047000,,0.326000,,0.341000,7457
2019/11/07 14:00:00+00,0.119000,0.094000,,0.336000,,0.327000,7458
2019/11/07 15:00:00+00,0.130000,0.139000,,0.292000,,0.328000,7459
2019/11/07 16:00:00+00,0.143000,0.139000,,0.327000,,0.372000,7460
2019/11/07 17:00:00+00,0.170000,0.216000,,0.400000,,0.571000,7461
2019/11/07 18:00:00+00,0.232000,0.267000,,0.491000,,0.828000,7462
2019/11/07 19:00:00+00,0.224000,0.273000,,0.412000,,0.622000,7463
2019/11/07 20:00:00+00,0.227000,0.254000,,0.408000,,0.478000,7464
2019/11/07 21:00:00+00,0.190000,0.230000,,0.373000,,0.384000,7465
2019/11/07 22:00:00+00,0.209000,0.243000,,0.378000,,0.319000,7466
2019/11/07 23:00:00+00,0.206000,0.214000,,0.337000,,0.370000,7467
2019/11/08 00:00:00+00,0.164000,0.211000,,0.344000,,0.344000,7468
2019/11/08 01:00:00+00,0.164000,0.219000,,0.363000,,0.207000,7469
2019/11/08 02:00:00+00,0.141000,0.107000,,0.257000,,0.195000,7470
2019/11/08 03:00:00+00,0.167000,0.103000,,0.225000,,0.175000,7471
2019/11/08 04:00:00+00,0.151000,0.101000,,0.269000,,0.185000,7472
2019/11/08 05:00:00+00,0.167000,0.113000,,0.260000,,0.186000,7473
2019/11/08 06:00:00+00,0.182000,0.154000,,0.345000,,0.231000,7474
2019/11/08 07:00:00+00,0.183000,0.242000,,0.409000,,0.316000,7475
2019/11/08 08:00:00+00,0.176000,0.249000,,0.540000,,0.469000,7476
2019/11/08 09:00:00+00,0.211000,0.236000,,0.618000,,0.483000,7477
2019/11/08 10:00:00+00,0.225000,0.249000,,0.413000,,0.440000,7478
2019/11/08 11:00:00+00,0.219000,0.207000,,0.409000,,0.458000,7479
2019/11/08 12:00:00+00,0.272000,0.172000,,0.410000,,0.574000,7480
2019/11/08 13:00:00+00,0.256000,0.137000,,0.356000,,0.574000,7481
2019/11/08 14:00:00+00,0.191000,0.092000,,0.351000,,0.526000,7482
2019/11/08 15:00:00+00,,0.098000,,0.410000,,0.523000,7483
2019/11/08 16:00:00+00,,0.116000,,0.512000,,0.567000,7484
2019/11/08 17:00:00+00,,0.127000,,0.537000,,0.659000,7485
2019/11/08 18:00:00+00,,0.313000,,0.672000,,1.356000,7486
2019/11/08 19:00:00+00,,0.377000,,0.667000,,0.981000,7487
2019/11/08 20:00:00+00,,0.349000,,0.636000,,1.114000,7488
2019/11/08 21:00:00+00,,0.332000,,0.706000,,0.855000,7489
2019/11/08 22:00:00+00,,0.346000,,0.823000,,0.692000,7490
2019/11/08 23:00:00+00,,0.325000,,0.768000,,0.688000,7491
2019/11/09 00:00:00+00,,0.248000,,0.731000,,0.627000,7492
2019/11/09 01:00:00+00,,0.206000,,0.560000,,0.477000,7493
2019/11/09 02:00:00+00,,0.224000,,0.479000,,0.395000,7494
2019/11/09 03:00:00+00,,0.202000,,0.509000,,0.334000,7495
2019/11/09 04:00:00+00,,0.178000,,0.369000,,0.299000,7496
2019/11/09 05:00:00+00,,0.187000,,0.434000,,0.277000,7497
2019/11/09 06:00:00+00,,0.233000,,0.448000,,0.362000,7498
2019/11/09 07:00:00+00,,0.252000,,0.470000,,0.355000,7499
2019/11/09 08:00:00+00,,0.219000,,0.591000,,0.496000,7500
2019/11/09 09:00:00+00,,0.218000,,0.556000,,0.508000,7501
2019/11/09 10:00:00+00,,0.217000,,0.586000,,0.525000,7502
2019/11/09 11:00:00+00,,0.261000,,0.485000,,0.426000,7503
2019/11/09 12:00:00+00,,0.135000,,0.347000,,0.341000,7504
2019/11/09 13:00:00+00,,0.113000,,0.355000,,0.350000,7505
2019/11/09 14:00:00+00,,0.192000,,0.385000,,0.318000,7506
2019/11/09 15:00:00+00,,0.179000,,0.397000,,0.274000,7507
2019/11/09 16:00:00+00,,0.177000,,0.419000,,0.311000,7508
2019/11/09 17:00:00+00,,0.145000,,0.421000,,0.315000,7509
2019/11/09 18:00:00+00,,0.125000,,0.441000,,0.375000,7510
2019/11/09 19:00:00+00,,0.170000,,0.382000,,0.323000,7511
2019/11/09 20:00:00+00,,0.192000,,0.383000,,0.364000,7512
2019/11/09 21:00:00+00,,0.194000,,0.377000,,0.283000,7513
2019/11/09 22:00:00+00,,0.141000,,0.420000,,0.316000,7514
2019/11/09 23:00:00+00,,0.143000,,0.420000,,0.352000,7515
2019/11/10 00:00:00+00,,0.138000,,0.344000,,0.306000,7516
2019/11/10 01:00:00+00,,0.157000,,0.332000,,0.337000,7517
2019/11/10 02:00:00+00,,0.143000,,0.257000,,0.294000,7518
2019/11/10 03:00:00+00,,0.153000,,0.196000,,0.278000,7519
2019/11/10 04:00:00+00,,0.127000,,0.190000,,0.285000,7520
2019/11/10 05:00:00+00,,0.138000,,0.205000,,0.286000,7521
2019/11/10 06:00:00+00,,0.126000,,0.210000,,0.257000,7522
2019/11/10 07:00:00+00,,0.099000,,0.198000,,0.267000,7523
2019/11/10 08:00:00+00,,0.071000,,0.224000,,0.300000,7524
2019/11/10 09:00:00+00,,0.138000,,0.245000,,0.339000,7525
2019/11/10 10:00:00+00,,0.159000,,0.278000,,0.427000,7526
2019/11/10 11:00:00+00,,0.182000,,0.303000,,0.434000,7527
2019/11/10 12:00:00+00,,0.192000,,0.289000,,0.488000,7528
2019/11/10 13:00:00+00,,0.142000,,0.290000,,0.391000,7529
2019/11/10 14:00:00+00,,0.164000,,0.340000,,0.394000,7530
2019/11/10 15:00:00+00,,0.241000,,0.389000,,0.522000,7531
2019/11/10 16:00:00+00,,0.273000,,0.516000,,0.569000,7532
2019/11/10 17:00:00+00,,0.285000,,0.588000,,0.660000,7533
2019/11/10 18:00:00+00,,0.341000,,0.594000,,0.697000,7534
2019/11/10 19:00:00+00,,0.334000,,0.689000,,0.821000,7535
2019/11/10 20:00:00+00,,0.293000,,0.701000,,0.601000,7536
2019/11/10 21:00:00+00,,0.321000,,0.638000,,0.511000,7537
2019/11/10 22:00:00+00,,0.214000,,0.531000,,0.375000,7538
2019/11/10 23:00:00+00,,0.203000,,0.414000,,0.483000,7539
2019/11/11 00:00:00+00,,0.176000,,0.362000,,0.505000,7540
2019/11/11 01:00:00+00,,0.148000,,0.278000,,0.291000,7541
2019/11/11 02:00:00+00,,0.130000,,0.263000,,0.280000,7542
2019/11/11 03:00:00+00,,0.119000,,0.322000,,0.227000,7543
2019/11/11 04:00:00+00,,0.140000,,,,0.227000,7544
2019/11/11 05:00:00+00,,0.101000,,,,0.207000,7545
2019/11/11 06:00:00+00,,0.104000,,,,0.215000,7546
2019/11/11 07:00:00+00,,0.088000,,,,0.204000,7547
2019/11/11 08:00:00+00,,0.084000,,,,0.213000,7548
2019/11/11 09:00:00+00,,0.088000,,,,0.243000,7549
2019/11/11 10:00:00+00,,0.130000,,,,0.251000,7550
2019/11/11 11:00:00+00,,0.173000,,,,0.271000,7551
2019/11/11 12:00:00+00,,0.156000,,,,0.348000,7552
2019/11/11 13:00:00+00,,0.122000,,,,0.440000,7553
2019/11/11 14:00:00+00,,0.110000,,,,0.350000,7554
2019/11/11 15:00:00+00,,0.087000,,,,0.358000,7555
2019/11/11 16:00:00+00,,0.093000,,,,0.370000,7556
2019/11/11 17:00:00+00,,0.099000,,,,0.393000,7557
2019/11/11 18:00:00+00,,0.134000,,,,0.472000,7558
2019/11/11 19:00:00+00,,0.148000,,,,0.410000,7559
2019/11/11 20:00:00+00,,0.139000,,,,0.365000,7560
2019/11/11 21:00:00+00,,0.129000,,,,0.350000,7561
2019/11/11 22:00:00+00,,0.149000,,,,0.339000,7562
2019/11/11 23:00:00+00,,0.116000,,,,0.309000,7563
2019/11/12 00:00:00+00,,0.135000,,,,0.260000,7564
2019/11/12 01:00:00+00,,0.116000,,,,0.174000,7565
2019/11/12 02:00:00+00,,0.062000,,,,0.153000,7566
2019/11/12 03:00:00+00,,0.048000,,,,0.146000,7567
2019/11/12 04:00:00+00,,0.063000,,,,0.166000,7568
2019/11/12 05:00:00+00,,0.076000,,,,0.193000,7569
2019/11/12 06:00:00+00,,0.110000,,,,0.262000,7570
2019/11/12 07:00:00+00,,0.105000,,,,0.411000,7571
2019/11/12 08:00:00+00,,0.138000,,,,0.837000,7572
2019/11/12 09:00:00+00,,0.150000,,,,1.363000,7573
2019/11/12 10:00:00+00,,0.072000,,,,0.520000,7574
2019/11/12 11:00:00+00,,0.056000,,,,0.400000,7575
2019/11/12 12:00:00+00,,0.080000,,,,0.340000,7576
2019/11/12 13:00:00+00,,0.090000,,,,0.450000,7577
2019/11/12 14:00:00+00,,0.156000,,,,0.459000,7578
2019/11/12 15:00:00+00,,0.181000,,0.382000,,0.477000,7579
2019/11/12 16:00:00+00,,0.220000,,0.716000,,0.496000,7580
2019/11/12 17:00:00+00,,0.399000,,0.763000,,0.889000,7581
2019/11/12 18:00:00+00,,0.381000,,0.983000,,1.068000,7582
2019/11/12 19:00:00+00,,0.289000,,0.861000,,0.740000,7583
2019/11/12 20:00:00+00,,0.265000,,0.505000,,0.529000,7584
2019/11/12 21:00:00+00,,0.223000,,0.468000,,0.390000,7585
2019/11/12 22:00:00+00,,0.197000,,0.401000,,0.301000,7586
2019/11/12 23:00:00+00,,0.145000,,0.313000,,0.264000,7587
2019/11/13 00:00:00+00,,0.136000,,0.328000,,0.217000,7588
2019/11/13 01:00:00+00,,0.124000,,0.246000,,0.153000,7589
2019/11/13 02:00:00+00,,0.042000,,0.272000,,0.136000,7590
2019/11/13 03:00:00+00,,0.013000,,0.302000,,0.152000,7591
2019/11/13 04:00:00+00,,0.023000,,0.304000,,0.167000,7592
2019/11/13 05:00:00+00,,0.042000,,0.392000,,0.231000,7593
2019/11/13 06:00:00+00,,0.107000,,0.502000,,0.348000,7594
2019/11/13 07:00:00+00,,0.152000,,0.621000,,0.654000,7595
2019/11/13 08:00:00+00,,0.153000,,0.961000,,1.061000,7596
2019/11/13 09:00:00+00,,0.179000,,1.243000,,1.154000,7597
2019/11/13 10:00:00+00,,0.086000,,0.711000,,0.583000,7598
2019/11/13 11:00:00+00,,0.068000,,0.637000,,0.486000,7599
2019/11/13 12:00:00+00,,0.097000,,0.657000,,0.510000,7600
2019/11/13 13:00:00+00,,0.047000,,0.524000,,0.419000,7601
2019/11/13 14:00:00+00,,0.086000,,0.639000,,0.530000,7602
2019/11/13 15:00:00+00,,0.070000,,0.477000,,0.386000,7603
2019/11/13 16:00:00+00,,0.067000,,0.527000,,0.513000,7604
2019/11/13 17:00:00+00,,0.143000,,0.528000,,0.654000,7605
2019/11/13 18:00:00+00,,0.163000,,0.555000,,0.752000,7606
2019/11/13 19:00:00+00,,0.148000,,0.604000,,0.652000,7607
2019/11/13 20:00:00+00,,0.131000,,0.536000,,0.440000,7608
2019/11/13 21:00:00+00,,0.097000,,0.418000,,0.314000,7609
2019/11/13 22:00:00+00,,0.043000,,0.336000,,0.257000,7610
2019/11/13 23:00:00+00,,0.021000,,0.280000,,0.223000,7611
2019/11/14 00:00:00+00,,0,,0.219000,,0.192000,7612
2019/11/14 01:00:00+00,,0.005000,,0.163000,,0.159000,7613
2019/11/14 02:00:00+00,,0.070000,,0.130000,,0.157000,7614
2019/11/14 03:00:00+00,,0.060000,,0.147000,,0.148000,7615
2019/11/14 04:00:00+00,,0.078000,,0.186000,,0.176000,7616
2019/11/14 05:00:00+00,,0.084000,,0.206000,,0.200000,7617
2019/11/14 06:00:00+00,,0.097000,,0.230000,,0.290000,7618
2019/11/14 07:00:00+00,,0.095000,,0.299000,,0.497000,7619
2019/11/14 08:00:00+00,,0.140000,,0.433000,,0.747000,7620
2019/11/14 09:00:00+00,,0.137000,,0.594000,,0.834000,7621
2019/11/14 10:00:00+00,,0.143000,,0.415000,,0.512000,7622
2019/11/14 11:00:00+00,,0.113000,,0.325000,,0.378000,7623
2019/11/14 12:00:00+00,,0.091000,,0.338000,,0.406000,7624
2019/11/14 13:00:00+00,,0.287000,,0.372000,,0.359000,7625
2019/11/14 14:00:00+00,,0.353000,,0.508000,,0.414000,7626
2019/11/14 15:00:00+00,,0.137000,,0.502000,,0.363000,7627
2019/11/14 16:00:00+00,0.192000,0.122000,,0.379000,,0.413000,7628
2019/11/14 17:00:00+00,0.199000,0.130000,,0.359000,,0.418000,7629
2019/11/14 18:00:00+00,0.208000,0.142000,,0.389000,,0.482000,7630
2019/11/14 19:00:00+00,0.264000,0.327000,,0.548000,,0.555000,7631
2019/11/14 20:00:00+00,0.291000,0.213000,,0.510000,,0.539000,7632
2019/11/14 21:00:00+00,0.321000,0.209000,,0.365000,,0.544000,7633
2019/11/14 22:00:00+00,0.296000,0.175000,,0.476000,,0.541000,7634
2019/11/14 23:00:00+00,0.266000,0.223000,,0.712000,,0.524000,7635
2019/11/15 00:00:00+00,0.255000,0.190000,,0.249000,,0.426000,7636
2019/11/15 01:00:00+00,0.224000,0.265000,,0.219000,,0.279000,7637
2019/11/15 02:00:00+00,,0.163000,,0.211000,,0.245000,7638
2019/11/15 03:00:00+00,0.190000,0.194000,,0.212000,,0.231000,7639
2019/11/15 04:00:00+00,0.183000,0.131000,,0.208000,,0.246000,7640
2019/11/15 05:00:00+00,0.175000,0.126000,,0.243000,,0.199000,7641
2019/11/15 06:00:00+00,0.179000,0.127000,,0.308000,,0.283000,7642
2019/11/15 07:00:00+00,0.213000,0.165000,,0.368000,,0.401000,7643
2019/11/15 08:00:00+00,0.248000,0.197000,,0.428000,,0.571000,7644
2019/11/15 09:00:00+00,0.292000,0.201000,,0.510000,,0.591000,7645
2019/11/15 10:00:00+00,0.257000,0.149000,,0.422000,,0.539000,7646
2019/11/15 11:00:00+00,0.258000,0.188000,,0.458000,,0.468000,7647
2019/11/15 12:00:00+00,0.271000,0.224000,,0.436000,,0.568000,7648
2019/11/15 13:00:00+00,0.332000,0.266000,,0.448000,,0.675000,7649
2019/11/15 14:00:00+00,0.352000,0.291000,,0.492000,,0.593000,7650
2019/11/15 15:00:00+00,0.361000,0.364000,,0.651000,,0.465000,7651
2019/11/15 16:00:00+00,0.423000,0.407000,,0.654000,,0.595000,7652
2019/11/15 17:00:00+00,0.438000,0.426000,,0.856000,,0.676000,7653
2019/11/15 18:00:00+00,0.399000,0.390000,,0.778000,,0.656000,7654
2019/11/15 19:00:00+00,0.321000,0.294000,,0.675000,,0.571000,7655
2019/11/15 20:00:00+00,0.331000,0.246000,,0.564000,,0.497000,7656
2019/11/15 21:00:00+00,0.264000,0.170000,,0.446000,,0.370000,7657
2019/11/15 22:00:00+00,0.214000,0.147000,,0.391000,,0.319000,7658
2019/11/15 23:00:00+00,0.192000,0.152000,,0.330000,,0.282000,7659
2019/11/16 00:00:00+00,0.191000,0.159000,,0.329000,,0.262000,7660
2019/11/16 01:00:00+00,0.204000,0.149000,,0.284000,,0.219000,7661
2019/11/16 02:00:00+00,,0.086000,,0.286000,,0.197000,7662
2019/11/16 03:00:00+00,0.175000,0.069000,,0.228000,,0.193000,7663
2019/11/16 04:00:00+00,0.171000,0.077000,,0.295000,,0.179000,7664
2019/11/16 05:00:00+00,0.176000,0.071000,,0.294000,,0.182000,7665
2019/11/16 06:00:00+00,0.188000,0.075000,,0.322000,,0.213000,7666
2019/11/16 07:00:00+00,0.189000,0.059000,,0.286000,,0.229000,7667
2019/11/16 08:00:00+00,0.202000,0.067000,,0.310000,,0.248000,7668
2019/11/16 09:00:00+00,0.209000,0.087000,,0.339000,,0.261000,7669
2019/11/16 10:00:00+00,0.218000,0.096000,,0.368000,,0.281000,7670
2019/11/16 11:00:00+00,0.220000,0.131000,,0.426000,,0.311000,7671
2019/11/16 12:00:00+00,0.225000,0.110000,,0.429000,,0.376000,7672
2019/11/16 13:00:00+00,0.215000,0.092000,,0.506000,,0.307000,7673
2019/11/16 14:00:00+00,0.216000,0.187000,,0.472000,,0.367000,7674
2019/11/16 15:00:00+00,0.233000,0.169000,,0.492000,,0.358000,7675
2019/11/16 16:00:00+00,0.228000,0.172000,,0.496000,,0.416000,7676
2019/11/16 17:00:00+00,0.251000,0.227000,,0.590000,,0.355000,7677
2019/11/16 18:00:00+00,0.256000,0.274000,,0.628000,,0.376000,7678
2019/11/16 19:00:00+00,0.290000,0.360000,,0.615000,,0.386000,7679
2019/11/16 20:00:00+00,0.279000,0.328000,,0.527000,,0.432000,7680
2019/11/16 21:00:00+00,0.273000,0.313000,,0.567000,,0.392000,7681
2019/11/16 22:00:00+00,0.302000,0.430000,,0.617000,,0.374000,7682
2019/11/16 23:00:00+00,0.334000,0.475000,,0.635000,,0.431000,7683
2019/11/17 00:00:00+00,0.296000,0.334000,,0.631000,,0.358000,7684
2019/11/17 01:00:00+00,0.237000,0.253000,,0.376000,,0.460000,7685
2019/11/17 02:00:00+00,,0.167000,,0.366000,,0.372000,7686
2019/11/17 03:00:00+00,0.213000,0.158000,,0.297000,,0.341000,7687
2019/11/17 04:00:00+00,0.230000,0.199000,,0.265000,,0.298000,7688
2019/11/17 05:00:00+00,0.237000,0.148000,,0.282000,,0.300000,7689
2019/11/17 06:00:00+00,0.227000,0.132000,,0.332000,,0.425000,7690
2019/11/17 07:00:00+00,,0.273000,,0.356000,,0.604000,7691
2019/11/17 08:00:00+00,,0.214000,,0.273000,,0.568000,7692
2019/11/17 09:00:00+00,,0.205000,,0.321000,,0.526000,7693
2019/11/17 10:00:00+00,,0.174000,,0.320000,,0.526000,7694
2019/11/17 11:00:00+00,,0.116000,,0.343000,,0.520000,7695
2019/11/17 12:00:00+00,,0.051000,,0.262000,,0.488000,7696
2019/11/17 13:00:00+00,,0.014000,,0.234000,,0.406000,7697
2019/11/17 14:00:00+00,,0.114000,,0.275000,,0.414000,7698
2019/11/17 15:00:00+00,,0.114000,,0.274000,,0.455000,7699
2019/11/17 16:00:00+00,,0.107000,,0.288000,,0.458000,7700
2019/11/17 17:00:00+00,,0.150000,,0.378000,,0.354000,7701
2019/11/17 18:00:00+00,,0.186000,,0.371000,,0.414000,7702
2019/11/17 19:00:00+00,,0.185000,,0.416000,,0.465000,7703
2019/11/17 20:00:00+00,,0.263000,,0.382000,,0.425000,7704
2019/11/17 21:00:00+00,,0.297000,,0.354000,,0.374000,7705
2019/11/17 22:00:00+00,,0.175000,,0.270000,,0.375000,7706
2019/11/17 23:00:00+00,,0.189000,,0.304000,,0.550000,7707
2019/11/18 00:00:00+00,,0.147000,,0.301000,,0.461000,7708
2019/11/18 01:00:00+00,,0.160000,,0.311000,,0.336000,7709
2019/11/18 02:00:00+00,,0.170000,,0.371000,,0.316000,7710
2019/11/18 03:00:00+00,,0.152000,,0.339000,,0.243000,7711
2019/11/18 04:00:00+00,,0.165000,,0.302000,,0.222000,7712
2019/11/18 05:00:00+00,,0.099000,,0.369000,,0.240000,7713
2019/11/18 06:00:00+00,,0.114000,,0.501000,,0.366000,7714
2019/11/18 07:00:00+00,,0.154000,,0.698000,,0.659000,7715
2019/11/18 08:00:00+00,,0.192000,,0.991000,,1.073000,7716
2019/11/18 09:00:00+00,,0.254000,,1.017000,,0.886000,7717
2019/11/18 10:00:00+00,0.319000,0.177000,,0.725000,,0.545000,7718
2019/11/18 11:00:00+00,0.287000,0.167000,,0.656000,,0.452000,7719
2019/11/18 12:00:00+00,0.290000,0.163000,,0.544000,,0.426000,7720
2019/11/18 13:00:00+00,0.266000,0.159000,,0.586000,,0.405000,7721
2019/11/18 14:00:00+00,0.258000,,,0.583000,,0.461000,7722
2019/11/18 15:00:00+00,0.298000,,,0.533000,,0.441000,7723
2019/11/18 16:00:00+00,0.236000,,,0.451000,,0.431000,7724
2019/11/18 17:00:00+00,0.252000,0.045000,,0.619000,,0.517000,7725
2019/11/18 18:00:00+00,0.280000,0.057000,,0.600000,,0.672000,7726
2019/11/18 19:00:00+00,0.293000,0.091000,,0.591000,,0.622000,7727
2019/11/18 20:00:00+00,0.262000,0.054000,,0.612000,,0.738000,7728
2019/11/18 21:00:00+00,0.245000,0.050000,,0.547000,,0.671000,7729
2019/11/18 22:00:00+00,0.233000,0.046000,,0.476000,,0.612000,7730
2019/11/18 23:00:00+00,0.222000,0.058000,,0.517000,,0.467000,7731
2019/11/19 00:00:00+00,0.226000,0.069000,,0.390000,,0.466000,7732
2019/11/19 01:00:00+00,0.239000,0.077000,,0.379000,,0.282000,7733
2019/11/19 02:00:00+00,0.245000,0.180000,,0.418000,,0.270000,7734
2019/11/19 03:00:00+00,0.245000,0.146000,,0.398000,,0.311000,7735
2019/11/19 04:00:00+00,0.223000,0.121000,,0.433000,,0.304000,7736
2019/11/19 05:00:00+00,0.222000,0.141000,,0.409000,,0.274000,7737
2019/11/19 06:00:00+00,0.228000,0.162000,,0.423000,,0.417000,7738
2019/11/19 07:00:00+00,0.234000,0.130000,,0.482000,,0.850000,7739
2019/11/19 08:00:00+00,0.259000,0.226000,,0.834000,,1.594000,7740
2019/11/19 09:00:00+00,0.200000,0.261000,,0.885000,,1.840000,7741
2019/11/19 10:00:00+00,0.186000,0.375000,,0.720000,,0.839000,7742
2019/11/19 11:00:00+00,0.142000,0.106000,,0.585000,,0.515000,7743
2019/11/19 12:00:00+00,0.105000,0.014000,,0.391000,,0.360000,7744
2019/11/19 13:00:00+00,0.117000,0.003000,,0.351000,,0.323000,7745
2019/11/19 14:00:00+00,0.114000,0.082000,,0.373000,,0.314000,7746
2019/11/19 15:00:00+00,0.133000,0.086000,,0.408000,,0.375000,7747
2019/11/19 16:00:00+00,0.178000,0.194000,,0.473000,,0.652000,7748
2019/11/19 17:00:00+00,0.228000,0.338000,,0.541000,,0.977000,7749
2019/11/19 18:00:00+00,0.223000,0.217000,,0.720000,,0.663000,7750
2019/11/19 19:00:00+00,0.231000,0.281000,,0.695000,,0.560000,7751
2019/11/19 20:00:00+00,0.213000,0.269000,,0.650000,,0.419000,7752
2019/11/19 21:00:00+00,0.264000,0.281000,,0.479000,,0.293000,7753
2019/11/19 22:00:00+00,0.274000,0.162000,,0.468000,,0.433000,7754
2019/11/19 23:00:00+00,0.230000,0.148000,,0.357000,,0.408000,7755
2019/11/20 00:00:00+00,0.226000,0.309000,,0.529000,,0.280000,7756
2019/11/20 01:00:00+00,0.225000,0.340000,,0.497000,,0.247000,7757
2019/11/20 02:00:00+00,0.196000,0.273000,,0.445000,,0.226000,7758
2019/11/20 03:00:00+00,0.195000,0.278000,,0.437000,,0.223000,7759
2019/11/20 04:00:00+00,0.187000,0.157000,,0.336000,,0.191000,7760
2019/11/20 05:00:00+00,0.196000,0.166000,,0.452000,,0.192000,7761
2019/11/20 06:00:00+00,0.197000,0.194000,,0.501000,,0.224000,7762
2019/11/20 07:00:00+00,0.215000,0.239000,,0.504000,,0.306000,7763
2019/11/20 08:00:00+00,0.249000,0.261000,,0.622000,,0.486000,7764
2019/11/20 09:00:00+00,0.302000,0.280000,,0.577000,,0.562000,7765
2019/11/20 10:00:00+00,0.238000,0.203000,,0.563000,,0.437000,7766
2019/11/20 11:00:00+00,0.192000,0.196000,,0.395000,,0.424000,7767
2019/11/20 12:00:00+00,0.169000,0.156000,,0.305000,,0.377000,7768
2019/11/20 13:00:00+00,0.168000,0.160000,,0.305000,,0.423000,7769
2019/11/20 14:00:00+00,,0.126000,,0.269000,,0.414000,7770
2019/11/20 15:00:00+00,0.173000,0.127000,,0.301000,,0.387000,7771
2019/11/20 16:00:00+00,0.189000,0.138000,,0.337000,,0.362000,7772
2019/11/20 17:00:00+00,0.213000,0.193000,,0.377000,,0.375000,7773
2019/11/20 18:00:00+00,0.241000,0.252000,,0.450000,,0.461000,7774
2019/11/20 19:00:00+00,0.260000,0.242000,,0.493000,,0.504000,7775
2019/11/20 20:00:00+00,0.260000,0.288000,,0.385000,,0.422000,7776
2019/11/20 21:00:00+00,0.247000,0.172000,,0.352000,,0.400000,7777
2019/11/20 22:00:00+00,0.259000,0.208000,,0.439000,,0.436000,7778
2019/11/20 23:00:00+00,0.251000,0.216000,,0.442000,,0.441000,7779
2019/11/21 00:00:00+00,0.221000,0.260000,,0.343000,,0.340000,7780
2019/11/21 01:00:00+00,0.234000,0.260000,,0.325000,,0.257000,7781
2019/11/21 02:00:00+00,,0.310000,,0.295000,,0.224000,7782
2019/11/21 03:00:00+00,0.223000,0.269000,,0.336000,,0.221000,7783
2019/11/21 04:00:00+00,0.219000,0.237000,,0.377000,,0.215000,7784
2019/11/21 05:00:00+00,0.210000,0.319000,,0.410000,,0.238000,7785
2019/11/21 06:00:00+00,0.238000,0.333000,,0.503000,,0.307000,7786
2019/11/21 07:00:00+00,0.266000,0.431000,,0.780000,,0.341000,7787
2019/11/21 08:00:00+00,0.382000,0.538000,,0.928000,,0.544000,7788
2019/11/21 09:00:00+00,0.442000,0.437000,,0.989000,,0.796000,7789
2019/11/21 10:00:00+00,0.393000,0.500000,,0.761000,,0.579000,7790
2019/11/21 11:00:00+00,0.319000,0.255000,,0.636000,,0.446000,7791
2019/11/21 12:00:00+00,0.282000,0.229000,,0.585000,,0.461000,7792
2019/11/21 13:00:00+00,0.259000,0.239000,,0.615000,,0.463000,7793
2019/11/21 14:00:00+00,0.253000,,,0.624000,,0.433000,7794
2019/11/21 15:00:00+00,0.245000,,,0.656000,,0.420000,7795
2019/11/21 16:00:00+00,0.252000,,,0.657000,,0.467000,7796
2019/11/21 17:00:00+00,0.265000,,,0.773000,,0.533000,7797
2019/11/21 18:00:00+00,0.242000,,,0.638000,,0.586000,7798
2019/11/21 19:00:00+00,0.276000,,,0.646000,,0.644000,7799
2019/11/21 20:00:00+00,0.277000,,,0.633000,,0.412000,7800
2019/11/21 21:00:00+00,0.275000,,,0.579000,,0.376000,7801
2019/11/21 22:00:00+00,0.271000,,,0.452000,,0.321000,7802
2019/11/21 23:00:00+00,0.225000,,,0.454000,,0.293000,7803
2019/11/22 00:00:00+00,0.199000,,,0.406000,,0.290000,7804
2019/11/22 01:00:00+00,0.158000,,,0.284000,,0.180000,7805
2019/11/22 02:00:00+00,,,,0.241000,,0.159000,7806
2019/11/22 03:00:00+00,0.133000,,,0.252000,,0.134000,7807
2019/11/22 04:00:00+00,0.127000,,,0.245000,,0.156000,7808
2019/11/22 05:00:00+00,0.134000,,,0.302000,,0.167000,7809
